signal_time,entry_time,entry,d_rsi10,d_atr7,d_atr14,h1_atr14,pullback_depth_atr,bars_since_20bar_high,close_loc,body_ratio,dist_prev_day_high,dist_prev_day_low,dist_prev_day_close,max_favorable_points,max_adverse_points,final_move_points
2024-12-18 20:00:00+00:00,2024-12-18 21:00:00+00:00,21803.5,44.23060679507654,425.4660553899903,344.85023282965346,103.88966687717576,8.347798448764996,8.0,0.12348790322580645,0.8361895161290323,-908.75,-684.75,-755.0,567.75,470.0,541.25
2024-12-18 21:00:00+00:00,2024-12-18 23:00:00+00:00,21785.0,44.23060679507654,425.4660553899903,344.85023282965346,110.70111924309178,8.107415770830228,9.0,0.7716436637390214,0.1493099121706399,-939.0,-715.0,-785.25,586.25,451.5,552.5
2024-12-19 01:00:00+00:00,2024-12-19 02:00:00+00:00,21816.5,42.57108323901101,414.1851903342774,344.9680733418211,104.4196825718195,7.903203492621191,12.0,0.3651315789473684,0.48026315789473684,-854.75,196.5,29.75,554.75,483.0,542.5
2024-12-19 02:00:00+00:00,2024-12-19 03:00:00+00:00,21778.25,42.57108323901101,414.1851903342774,344.9680733418211,100.49684810240383,8.592309274417389,13.0,0.21212121212121213,0.7727272727272727,-893.0,158.25,-8.5,614.0,444.75,590.75
2024-12-29 23:00:00+00:00,2024-12-30 00:00:00+00:00,22297.25,52.710867975322316,416.55505727634903,370.9238637859316,145.79002435600964,1.6376291934555702,43.0,0.45017182130584193,0.1134020618556701,576.5,576.5,576.5,18.75,719.75,-454.5
2024-12-30 03:00:00+00:00,2024-12-30 04:00:00+00:00,22274.25,46.952517001995474,424.0471919511563,377.9293020869365,116.40084562765495,0.5326421785484848,47.0,0.3291139240506329,0.45569620253164556,-62.0,10.75,-22.0,16.0,696.75,-434.25
2024-12-30 05:00:00+00:00,2024-12-30 06:00:00+00:00,22251.75,46.952517001995474,424.0471919511563,377.9293020869365,104.82904546466166,0.803689470094441,49.0,0.23391812865497075,0.7192982456140351,-84.25,-11.5,-44.25,31.75,674.25,-386.25
2024-12-30 06:00:00+00:00,2024-12-30 07:00:00+00:00,22248.5,46.952517001995474,424.0471919511563,377.9293020869365,100.32339936004298,0.874671318553319,50.0,0.17365269461077845,0.0658682634730539,-87.75,-15.0,-47.75,18.75,671.0,-416.25
2024-12-30 18:00:00+00:00,2024-12-30 19:00:00+00:00,22136.75,46.952517001995474,424.0471919511563,377.9293020869365,102.4975456537311,1.2756403011025705,62.0,0.6696969696969697,0.09090909090909091,-200.25,-127.5,-160.25,16.75,646.5,-646.5
2024-12-30 19:00:00+00:00,2024-12-30 20:00:00+00:00,22123.0,46.952517001995474,424.0471919511563,377.9293020869365,100.35486382132174,1.3850848350258793,63.0,0.7241379310344828,0.19310344827586207,-214.0,-141.25,-174.0,30.5,632.75,-2.0
2024-12-30 20:00:00+00:00,2024-12-30 21:00:00+00:00,22006.25,46.952517001995474,424.0471919511563,377.9293020869365,102.95451640551305,2.4816784044096427,64.0,0.029250457038391225,0.8537477148080439,-330.5,-257.75,-290.5,147.25,516.0,84.25
2024-12-30 21:00:00+00:00,2024-12-30 23:00:00+00:00,21981.5,46.952517001995474,424.0471919511563,377.9293020869365,100.5470509479764,2.769847522868646,65.0,0.5523465703971119,0.33212996389891697,-353.5,-280.75,-313.5,172.0,491.25,113.25
2025-01-19 23:00:00+00:00,2025-01-20 00:00:00+00:00,22140.25,54.371492317405945,456.00209428040813,420.38960916535586,143.19919548337174,0.9409969067573927,9.0,0.19672131147540983,0.6092896174863388,549.25,549.25,549.25,548.0,175.75,396.25
2025-01-20 02:00:00+00:00,2025-01-20 03:00:00+00:00,22155.0,57.281365702885346,425.787509383207,407.82606565354473,120.09361606303487,0.9305240666693269,12.0,0.5121951219512195,0.13414634146341464,-58.0,33.5,15.5,533.25,190.5,333.5
2025-01-27 10:00:00+00:00,2025-01-27 11:00:00+00:00,21483.25,45.124116634305096,426.95770076909207,407.9583140821852,104.92281068370191,7.484073242826081,19.0,0.3054701905347265,0.6797787338660111,-886.0,-744.25,-777.25,820.5,11.5,779.0
2025-01-27 15:00:00+00:00,2025-01-27 16:00:00+00:00,21906.25,45.124116634305096,426.95770076909207,407.9583140821852,124.7323174443382,1.5633478475778242,24.0,0.442257217847769,0.10236220472440945,-462.25,-320.5,-353.5,436.75,215.25,294.25
